log.prior	log.likelihood	log.likelihood.test.set
-1.169032752542010030e+03 -1.721934744875405886e+04 -6.841065898673259653e+02
-1.155152618749371641e+03 -1.723578803150509339e+04 -6.835080978238183889e+02
-1.148490299364502562e+03 -1.724968945565188915e+04 -6.831942447531590688e+02
-1.164908422818657982e+03 -1.724222691498350105e+04 -6.834135443860250234e+02
-1.145637329567754477e+03 -1.725792277760071011e+04 -6.842595383050928604e+02
-1.155691741679538836e+03 -1.725617823232704541e+04 -6.851937378645955050e+02
-1.159452805094744235e+03 -1.724978268174417099e+04 -6.867875063477085860e+02
-1.149767243149944761e+03 -1.724324642899343962e+04 -6.873411136863087449e+02
-1.185249420764239858e+03 -1.723975515062854174e+04 -6.872066314647283889e+02
-1.179294756774593225e+03 -1.724501340547031577e+04 -6.874738074035650470e+02
-1.171173865087068862e+03 -1.724618511105512152e+04 -6.875587485347198253e+02
-1.180700687868240720e+03 -1.723525241118577105e+04 -6.887250929828385324e+02
-1.159227034341340186e+03 -1.725206802451418480e+04 -6.875065711754051563e+02
-1.147061489444407243e+03 -1.726134899980285627e+04 -6.858659900657452226e+02
-1.137066799652150621e+03 -1.726293810139850393e+04 -6.848679279407959939e+02
-1.150729398978812469e+03 -1.726408656463009174e+04 -6.858775559240018538e+02
-1.163808704530511477e+03 -1.726021149343074649e+04 -6.851643370403330664e+02
-1.151307772398591851e+03 -1.727317711076483101e+04 -6.864288676459339058e+02
-1.154978822227707269e+03 -1.726419868703989414e+04 -6.847454946392078909e+02
-1.150004827527511225e+03 -1.726635350944501261e+04 -6.856946768898030768e+02
-1.166350960154642962e+03 -1.724886953089336748e+04 -6.838580088663045444e+02
-1.164629035732011289e+03 -1.725383768854792288e+04 -6.842962517486630531e+02
-1.158310651253280867e+03 -1.725974327513237222e+04 -6.860858810717652432e+02
-1.156518471284825182e+03 -1.726712827561680024e+04 -6.862588038350411352e+02
-1.152891492577432473e+03 -1.725675008068205352e+04 -6.863714002470802598e+02
-1.154128159729711570e+03 -1.725181293390872452e+04 -6.871532026749752049e+02
-1.141861047868849937e+03 -1.725682734250720387e+04 -6.870627487193092975e+02
-1.136687127185497729e+03 -1.726012062539729595e+04 -6.859156195901307456e+02
-1.159298850391911628e+03 -1.725432518413731304e+04 -6.857287792431175149e+02
-1.164841275704828831e+03 -1.724879212464863303e+04 -6.839689054897321512e+02
-1.170666912796377119e+03 -1.724752936351714379e+04 -6.855907507482372694e+02
-1.177851699800713277e+03 -1.723524264570448577e+04 -6.835958748791648532e+02
-1.190532284327304296e+03 -1.722829919027183496e+04 -6.844075740414887150e+02
-1.180240914701869769e+03 -1.723183340004475394e+04 -6.858191557503596414e+02
-1.182794498882423341e+03 -1.723180997666990515e+04 -6.864247027437448878e+02
-1.172252613262037130e+03 -1.723682462031915929e+04 -6.849416878285832126e+02
-1.166878853371501464e+03 -1.723290874708529009e+04 -6.862883889735567209e+02
-1.165171507300349504e+03 -1.723250590423572430e+04 -6.856682790805144805e+02
-1.167064557354941144e+03 -1.722950045472782585e+04 -6.849447929047726120e+02
-1.168694111368654831e+03 -1.722822683088449776e+04 -6.836544819521978980e+02
-1.172022323053993887e+03 -1.723187687767972238e+04 -6.836934862563475690e+02
-1.166896393064342647e+03 -1.723705755927993232e+04 -6.849034484811390939e+02
-1.159982242919115151e+03 -1.723250083529111726e+04 -6.856902658106926083e+02
-1.164427821539199385e+03 -1.723763332865550183e+04 -6.856721442076665198e+02
-1.164690996293155649e+03 -1.722544362958635611e+04 -6.848801984610090585e+02
-1.162408819803882125e+03 -1.722904488085021512e+04 -6.865606189556626759e+02
-1.164000790389003441e+03 -1.724146990852258023e+04 -6.872349297558936314e+02
-1.172025047891406757e+03 -1.725244502602462308e+04 -6.867597570488056817e+02
-1.172105913309695097e+03 -1.725555075530436807e+04 -6.881250107427083549e+02
-1.163284019461143998e+03 -1.725498797365651262e+04 -6.890074456666477545e+02
-1.164638360308197662e+03 -1.724786386092219254e+04 -6.867997537099319061e+02
-1.167372175070776620e+03 -1.724370060282076884e+04 -6.844650788546109652e+02
-1.184951609342530446e+03 -1.723164621218558750e+04 -6.839038885565695409e+02
-1.169068660944072008e+03 -1.723475168183747155e+04 -6.842078215020676453e+02
-1.168775623473238738e+03 -1.724264704997325680e+04 -6.839330582332547692e+02
-1.173168580687874282e+03 -1.724449711936863969e+04 -6.840008404125499055e+02
-1.183396380780062600e+03 -1.724251317330777965e+04 -6.848932160637267543e+02
-1.179655489942415670e+03 -1.725029602802078080e+04 -6.834797242801803350e+02
-1.172194791553467667e+03 -1.724762744703567660e+04 -6.857451320521666958e+02
-1.172984701855691583e+03 -1.724998627888430929e+04 -6.858963348273374550e+02
-1.177105233307644085e+03 -1.725531542591601465e+04 -6.856579562303630837e+02
-1.173530267999695980e+03 -1.725780365263930435e+04 -6.862921927276652241e+02
-1.159039018834719400e+03 -1.726366761287259214e+04 -6.869515465146538418e+02
-1.167882234637860165e+03 -1.726450900580476446e+04 -6.860072050691996992e+02
-1.175786522764120491e+03 -1.726036500003501715e+04 -6.869955002891185813e+02
-1.179094774514832579e+03 -1.725427477579137849e+04 -6.871599016759080314e+02
-1.169606586906592383e+03 -1.726794407537835286e+04 -6.884735582883494089e+02
-1.172984427551259614e+03 -1.727046369563529879e+04 -6.879414159250422927e+02
-1.175927355306092977e+03 -1.726059621451791827e+04 -6.880659216383403418e+02
